;text_id;text;text_to_span;эймериоз;абсцесс;диспепсия молодняка;остертагиоз;мастит;инфекционный ринотрахеит;отёк вымени;тенденит;сибирская язва;лишай;другое
138;139;"У телят температура
У телят температура. Купили телят с Авито, купили 3-х мес, а им максимум 2,5... Сначала все было хорошо, потом они начали поносить, и был конъюнктивит и сопли, один кашлял, мы им прокололи антибиотик, стул восстановился, но сейчас спустя 5 дней тот который поменьше стал плохо вставать на ноги, а сегодня вообще не встал (пытался, но не получилось, пришлось поить его лёжа. Померила температуру, 36.2 — это значит он болеет... Купили витамин D и железо, сейчас муж поехал за ещё одним лекарством, название напишу позже, это именно для лечения какое-то будет, то что температура такая... Кормим овсом и моим водой, к еде привыкли, на вкус овёс не горький, значит нормальный, так нам сказали... Мы впервые держим телят и для нас — это ещё двое маленьких детей! Купили витаминки (гранулы), у них лежит лизунок с витаминками.
У кого была подобная ситуация с температурой у телят? Как выходили из неё?";поносить, конъюнктивит и сопли, кашлял;0;0;0;0;0;1;0;0;0;0;1
139;140;"Как быть, если корова даёт мало молока после отёла?
 У меня вчера вечером отелилась корова вторым отёлом. Я её подоила, сразу сдоила она 8 литров. Утром сдоила 3 литра и в обед 2, вымя при том не сильно отёкшее, в чём же дело? Ведь в том году при первом отёле она доила хорошо, 20 литров в сутки. Подскажите, что делать, как быть? Но вот в чём вся проблема, что вымя не отёкшее.";Мало молока после отёла;0;0;0;0;0;0;1;0;0;0;0
140;141;"Тёмно-коричневая жидкость из вымени коровы.
Тёмно-коричневая жидкость из вымени коровы. Помогите пожалуйста, корова стельная, через 10 дней отёл, плохо запускалась,сейчас решили сдоить с одной сиськи доиться тёмно-коричневая жидкость, что это, подскажите пожалуйста?";Тёмнокоричневая жидкость из вымени;0;0;0;0;1;0;0;0;0;0;0
141;142;"Кашель у телёнка.
У двух месячного телёнка кашель с мокротой. Но они не откашливаются. Состояние угнетённое. Аппетит и температура в норме. Три дня ставили Левотетрасульфин. Не помогло.";Кашель, кашель с мокротой;0;0;0;0;0;1;0;0;0;0;1
142;143;Телёнку пол года, болеет шишки проходят, но слизь из носа и слезятся глаза, нос распух весь в ранах, лежит не встаёт. Кормлю сухим молоком т.е. заливаю начались проблемы с задним проходом тоже весь распух плохо опорожняется, может кто то знает, что делать???;Болеет шишки. Слизь из носа и слезятся глаза, нос распух, не встаёт;0;0;0;0;0;1;0;0;0;0;1
143;144;"Что делать, если тёлка упала с ног?
Тёлка упала с ног полтора месяца.";Упала с ног;0;0;0;0;0;0;0;1;0;0;1
144;145;"У коровы проблемы с ногами. Как лечить?
Помогите! Скажите, пожалуйста, корова первотёлка, родила двойню. Роды проморгали, родила сама, видимо роды были тяжёлые и затяжные. Теперь проблемы с задними ногами. Или корова стоит — не садиться, или садиться не встаёт. Это не послеродовой порез, потому, что есть чувствительность. Врачи ничем не могут помочь. Одно делают хлористый и все. После отёла прошло уже 2 недели.
 Спасибо.";Проблемы с ногами, проблемы с задними ногами;0;0;0;0;0;0;0;1;0;0;1
145;146;У коровы на вымени была небольшая ранка, которая быстро зарубцевалась, но теперь эта доля стала очень твердой и опухла. Доится при этом хорошо, но дотрагиваться до вымени для массажа не дает. Посоветуйте, что делать?;Очень твердой и опухла;0;0;0;0;0;0;1;0;0;0;0
146;147;"Тёлка поносит и становилась в росте, Лоперамид не помогает.
У нас такая беда: тёлка, возраст 7 месяцев, не растёт, поносит уже целый месяц, что делать? Лоперамид давали, не помогает.";поносит, остановилась в росте;1;0;0;0;0;0;0;0;0;0;1
147;148;"У бычков и коров появился кашель с мокротой
 Подскажите пожалуйста, у меня бычки на откорме и у одного из них начался кашель, сопли появились, перестал набирать вес, потом рядом стоящий заразился и так по очереди, все начали кашлять. И мокрота вылетает во время кашля, так и корова начала кашлять, после того как корм покушала перед бычком, и теленок кашляет, когда сосет, может кто сталкивался с такой болезнью.";Кашель с мокротой, кашель, сопли, перестал набирать вес;0;0;0;0;0;1;0;0;0;0;1
148;149;Добрый день. Нуждаюсь в совете. У нас такая проблема. Корова первотелка, у нее длинные ( 7 см) соски и тонкие. Три соска доятся отлично, как аппаратом, так и руками. А вот четвертый очень плотный и с каждым днём всё трудней и трудней сдаивать молоко. Как будто канал зарастает. У ее матери доется три соска. Четвертый усох. Но в доле как будто есть молоко. Что делать дайте совет. Коровы были получены по наследству, они у меня пол года только. Может попробовать вставить катетер и так сдаивать? А то боюсь что и у другой зарастёт сосок.;очень плотный, канал зарастает, усох;0;0;0;0;1;0;1;0;0;0;0
149;150;"Можно ли спасти трёхдневного телёнка с фермы без молока?
Здравствуйте, купили телёнка с фермы 3-дневного, даю ЗЦМ сейчас ему 6 дней, плохо встаёт, ослаб, пить продолжает не отказывается, поноса нет, что это? Что делать вторым телёнком все нормально, молока нет, можно ли его спасти?";Плохо встаёт, ослаб;0;0;0;0;0;0;0;1;0;0;1
150;151;Добрый день! Почему у моей стельной коровы шерсть на шее облезает?;Шерсть на шее облезает;0;0;0;0;0;0;0;0;0;1;1
151;152;У быка внезапно опухоли передние суставы на ноги на ногах, лежит. Бык не встаёт, перелома нет, зерна не объедался.;Опухоли передние суставы, лежит, не встаёт;0;1;0;0;0;0;0;1;0;0;1
152;153;Укоровы закупоривается одна дойка, уже два раза пробивали — не помогает. Что делать?;Закупоривается одна дойка;0;0;0;0;1;0;0;0;0;0;0
153;154;Я бы хотела узнать про какие-нибудь препараты от клещей коровам.;Клещей;0;1;0;0;0;0;0;0;0;0;1
154;155;"У коровы на правой стороне на челюсти вылезла шишка и она начала редко жевать жвачку
Всем привет, помогите мне пожалуйста. У моей коровы на правой стороне на челюсти вылезла шишка, она твердая и корова начала редко жевать жвачку, я не могу понять что это такое? Помогите мне, пожалуйста.";Челюсти вылезла шишка;0;1;0;0;0;0;0;0;0;0;0
155;156;Подскажите пожалуйста, бычку 5 мес. стал плохо стоять на ногах, ест нормально жевачка есть, что делать чтобы его поставить на ноги?;Плохо стоять на ногах;0;0;0;0;0;0;0;1;0;0;1
156;157;"Дегтеобразная селезенка при вскрытии теленка 7 месячного. 
При вскрытии телёнка обнаружена селезенка дегтеобразная, но не течёт, а при соскабливании, лимфоузлы в норме, печень в норме, кровоизлияний нет нигде, сердце чистое, рубец в норме, почки в норме, труп окоченение в норме, кровь свернувшаяся, что это может быть?";Дегтеобразная селезенка;0;0;0;0;0;0;0;0;1;0;1
157;158;Здравствуйте , уважаемые форумчане! У теленка облазит нос , ему пошел третий месяц , рожден был в мае от первотелки . Телилась сама мы не видели, телушка родилась очень маленькая, но теперь выправилась. Через две недели после рождения стал облазить нос, сначала немного потом заживает и снова только каждый раз сильнее , теперь уже какими-то гнойными корочками весь покрылся и грязный. Наш ветврач сказал не хватает цинка , проставили ей витамины цинксодержащие , а воз и ныне там. Помогите !;Облазит нос;0;0;0;0;0;0;0;0;0;1;1
158;159;У новотельной опрелость на вымени, че делать?;Опрелость на вымени;0;0;0;0;0;0;0;0;0;1;1
159;160;"У коровы перед отёлом возникла припухлость и хромота.
Здравствуйте, возникла проблема: корове телится 10 дней, но начала хромать на правую ногу, припухлость сверху копыта и не полностью разгибает её! Чем можно ей помочь и что может это быть? Я так думаю, может из-за того, что она крупная и пузатенькая, но отёков нет и прогулок как таковых нет, а в сарае она большую часть времени лежит!";Припухлость и хромота, хромать на правую ногу;0;1;0;0;0;0;0;0;0;0;1
160;161;Месячный теленок внезапно стал поносить. Лежит, не встает. Слабый совсем. Посоветуйте что-нибудь. Забыла написать, что хоть чуть-чуть, но молоко пьет.;поносить, не встает, слабый;1;0;1;1;0;0;0;0;0;0;0
161;162;У меня проблема! Помогите, у меня корова дня два назад отелилась, бычка не доносила, он сдох! Ветеринар приезжал, чистил место! Дою второй день, она даёт мало, даже половины литра нет молозива, вроде вымя налилось, а соски пустые! Массаж делаю каждые два часа и всё бестолково! Помогите!!! Что мне делать?;Даёт мало, соски пустые;0;0;0;0;1;0;1;0;0;0;0
162;163;"Корова отказалась есть и пить, и у неё нет жвачки.
Помогите советом!!! Как всегда невозможно дозвонится к ветеринару... Корова в июне будет второй отёл. Сегодня с утра дала молока в три раза меньше обычного отказалась, есть, пить, и вроде, нет жвачки. Встаёт, потом ложится, опять встаёт, что-то пытается копытом как бы почесать вымя и опять ложится. С ночи кучи у неё больше обычного. Кормим кстати её сеном и водой, вечером даём немного дроблёнки и овощных очисток... Что может быть?";Отказалась есть и пить, нет жвачки;0;0;0;0;0;0;0;0;1;0;1
163;164;"Телёнок не встает на передние ноги
Телёнок 4 месяца, вечером был веселый, бегал по двору, а утром плохо стал вставать и к вечеру совсем не встал. Передние ноги поджал под себя, а задними отталкивается , так передвигается по сараю. Ест и пьет нормально. Пытается вставать, но передние ноги не разгибаются, стоит на коленках. Вид у него бодрый. Что делать, подскажите, если кто-то сталкивался с таким заболеванием. У нас в селе у многих, кто покупал телят в колхозе, такая проблема.";Не встает на передние ноги;0;0;0;0;0;0;0;1;0;0;1
164;165;"По какой причине у коровы солёное молоко
Корова два отёла здоровая по всем внешним признакам с помощью стала давать солёное молоко. К быку мы её в том году не водили, но она стояла со своим бычком. На данный момент ему год. При ректаливании ветеринар сказал не стельная, питание хорошее, вес 530 кг. Меня смущае солёное молоко у коровы.";Солёное молоко;0;0;0;0;1;0;0;0;0;0;0
165;166;Добрый день,форумчане! Помогите советом, может у кого было такое... Два дня назад купили корову, когда сводили с машины она оступилась и упала примерно с высоты 50 см, долго лежала (около часа) кое-как растолкали, она поднялась и пошла во двор прихрамывая и держа заднюю ногу на весу. С трудом зашла в сарай, где после привязи легла и не встаёт! Привезли ветеринара, он осмотрел, но никаких переломов ( позвоночника, ног и прочего ) не выявил, ни припухлостей, ни отёка - ничего! Сделал внутривенно капельницу и вкалол антибиотик! Коровка хорошо кушает, пьёт и постоянно пытается вставать, но у неё не получается! Задние ноги не может поднять. Сегодня ветеринар повторил процедуру... Помогите, может кто сталкивался с таким! Может быть стоит её поднять на ремнях и ей легче будет, всё же третьи сутки лежит! Надеюсь на скорый ответ!....;не встаёт;0;0;0;0;0;0;0;1;0;0;1
166;167;"Новорожденный теленок не  может ходить в туалет, подскажите что делать?
Здравствуйте. Новорожденный телек родился сам, когда пришли и поднесли его к матери она его лизать не стала первое кормление было нормально он по пил после этого на другой раз теленок не пьёт, жалуется на живот, не ходит в туалет уже клизмы ставили, маслом поили и давали лекарства против запора — не помогает. 
У него вздувает живот, мяли живот ничего не помогает уже третий день теленка а он мучается нос красный, думали — температура, кололи укол — вроде помогло, но все равно потом он опять стал красным, при клизме у него выходит какое-то выделение слизью с кровью. Подскажите что делать, пожалуйста.";Не пьёт, жалуется на живот, не ходит в туалет;0;0;0;0;0;1;0;0;0;0;1
167;168;Подскажите советом!!! Теленку 3 недели взяли две недели назад на ферме. Неделю назад стала выпадать шерсть местами клочками шея, лоб, ноги у заднего прохода, сейчас еще и начал разлизывать эти лысины. Кормим ЗЦМ в сутки 6 литров, комбикорм начали давать овощи по немногу, примикс Гаврюша, мел. Позвонили на ферму зоотехник сказала контакт с водой (попал под дождь) Разве такое может быть? Что делать!!!;Выпадать шерсть местами клочками шея;0;0;0;0;0;0;0;0;0;1;1
168;169;Здравствуйте. У телят между копытами появились язвы и сустав над копытом опух. За 2 дня у 6-ти телят наблюдается такое. Что это может быть?;Появились язвы, состав над копытом опух;0;0;0;0;0;0;0;0;1;1;1
169;170;"Что делать если корова захромала без видимых причин
Здравствуйте. У меня захромала корова на левую заднюю ногу. Смотрела копыт, нет ни камней, ни припухлости. Что делать?";Захромала;0;1;0;0;0;0;0;0;0;0;1
170;171;Добрый день. Телёнок родился и не стоит на копытах. Они у него спереди подвёрнуты вовнутрь. Стоит на суставах. Что делать, подскажите. Телёнку 7 дней.;Не стоит;0;0;0;0;0;0;0;1;0;0;1
171;172;Быку 10 месяцев, аппетит слабый, угнетён, прозрачная слизь из носовой полости, температура 39,1 градусов, понос. Как лечить?;Аппетит слабый, угнетён, прозрачная слизь, понос;0;0;0;0;0;1;0;0;0;0;1
172;173;"добрый вечер! у телки на шее на затылке в нижней части ближе к лопаткам огрубевшая кожа как бы складки не расходятся,и шелушится отходят корочки,ветеринар сказал нужно мазать мазью ""ЯМ"",кто нибудь сталкивался с такой болячкой что это может быть и пользовались кто этой мазью?ветеринат телку не смотрел сразу сказал за эту мазь.";Огрубевшая кожа, шелушится;0;0;0;0;0;0;0;0;0;1;1
173;174;"Здравствуйте. Очень очень жду вашей помощи и совета. Купили телят. Начали поить зцм. Начался понос. Прокололи 4 дня тилозин200 и давали по 6 т /3 р в день метронидазол. Вроде стали чуть бодрее, кал стал лепешками. НО, счастье продолжилось недолго. Заменитель молока решили прибавить. Изначально давали по пол литра , потом по 750, потом по 1250.
И вот, на 4-5 день приёма лекарств и уколов, когда лечение мы ещё не собирались бросать, чтоб сытнее было добавили в смесь по кусочку хлеба. начался ещё худший понос. Телята пукают. Кал желтый. Жидковатый. И самое страшное-они подшатываются. Еле еле встают на передние ножки. Но кушают сами. Очень их жалко. Это даже не вопрос потери вложений. А жалко как детенышей, пусть даже и коровы, но они же малыши!
Вопрос: что делать? Чем кормить сейчас чтоб окрепли и что купить из лекарств? Пожалуйста помогите. Это его первый опыт. До этого у нас ни коров, ни телят не было. Заранее спасибо.";понос, кал желтый жидковатый, подшатываются;1;0;1;1;0;0;0;0;0;0;0
174;175;"Чем лечить корову, если она сильно хромает?
Корова очень хромает, в заднюю ногу удар был. Какой-то дурак ударил, чем можно лечить? Заранее спасибо вам, дорогие ветеринары!";Сильно хромает, очень хромает;0;1;0;0;0;0;0;0;0;0;1
175;176;"У телёнка жёлтый стул, серые рвотные массы и потом гибель, что за болезнь и как лечить?
Подскажите, пожалуйста, и помогите, если сможете! Не знаем, что уже делать! Прошли консультации и лечение уже у многих ветеринаров! У нас от коровы родилось два телёнка, один был послабее, второй покрепче. Оба ели, росли, через три недели, тот который послабее, стал отказываться от пищи, четыре дня назад (телятам был месяц) он слёг, перестал вставать, стул был жёлтый, густой массой, после кормления происходило выделение рвотной серой массы. Вчера телёнок погиб. Но самое страшное, что те же признаки появились и у второго телёнка. Третий день плохо ест, вчера вечером появились: жёлтый стул и серая рвотная масса. Телёнок перестал вставать!";Жёлтый стул, серые рвотные массы;1;0;1;1;0;0;0;0;0;0;1
176;177;Прошу помочь в вопросе. Сегодня утром на щеке у бычка образовалась шишка, размером с куриное яйцо, на ощупь твердая. Аппетит вроде нормальный, корм не менял, воду всегда чистую даю без простоя. Сено тоже нормальное, не твердое, не промокало. Что делать? Как быть? Ввести ли йод в шишку, намазать ли ихтиоловой мазью? Но боюсь, что это что-то другое... Посоветуйте что-нибудь, пожалуйста?;Шишка;0;1;0;0;0;0;0;0;0;0;0
177;178;"Отёк около пупка у коровы.
Через месяц после отеле у коровы началась какая-то непонятная опухоль в районе пупка  за 5 дней выросла и сравнялись с выменем советовалась с ветеринарами они не знают что это такое посоветовали гентамицин 5 дней по 20 мл проводила 3 вроде немного спала может кто с таким сталкивался, что посоветуете.";Отёк около пупка, опухоль в районе пупка;0;1;0;0;0;0;0;0;0;0;0
178;179;Корова не может встать на ноги, но при этом есть и пьёт, жвачка есть, даю отруби(очень хорошо ест), молоко нормальное, до отела 2 месяца, что делать и какие причины могут быть?;Не может встать на ноги;0;0;0;0;0;0;0;1;0;0;1
179;180;Доброго времени суток, уважаемые коллеги! Помогите советом! Были закуплены телята (3х месячные). Столкнулись с проблемой диареи, чем лечить? По словам владельцев - содержание было хорошим, материнское молоко получили. Просмотрел много препаратов. Наткнулся на пробиотик Споровит, отзывы впечатлили и по инструкции нареканий нет может кто применял?;Проблемой диареи;1;0;1;1;0;0;0;0;0;0;0
180;181;Как производить профилактику расстройства пищеварения у телят с 5-10 дней жизни?;Расстройства пищеварения;0;0;1;0;0;0;0;0;0;0;0
181;182;Здравствуйте. Подскажите что может быть, корова 9 лет стеленая месяцев 7 где то, дня три как невеселая, мало ест, а сегодня заметил что выплевывает жвачку. Что может быть , какая причина? Дробленку ест , а сено неохотно.;Мало есть, выплевывает жвачку;0;0;0;0;0;0;0;0;1;0;1
182;183;"Пятна, похожие на язвочки на носу у телёнка как лечить?
Телёнку три месяца, на носу появились какие-то пятна, похожи на язвочки, что это может быть и как лечить? Телёнок на заменителе.";Язвочки на носу;0;0;0;0;0;0;0;0;1;1;1
183;184;"Новообразование у нетеля.

Доброго времени суток. Прошу помочь разобраться с наростом на животе у нетеля, появилось 1,5 назад, растет, он не как не беспокоит.";Новообразование, наростом на животе;0;1;0;0;0;0;0;0;0;0;0
184;185;Первотелка отелилась,а из одного соска нет молока.Пробовали вставлять катетер,продвигается на 1 см и все .Дальше продвигать боимся.Теленок сосет ,но быстро бросает ,т.к.молока в ней нет;Соска нет молока;0;0;0;0;1;0;1;0;0;0;0
185;186;Ножки выпрямили, теленок родился. Активно ест, веселенький, но на ноги встать не может, хотя попытки были. Пробовали ставить сами, но он как бы не соображает как надо стоять. Ставили ноги правильно, тогда суставы выгибаются в другую сторону. Как это исправить?;На ноги встать не может;0;0;0;0;0;0;0;1;0;0;1
186;187;У бычка (8 месяцев) моча пахнет лекарством (но ничего не давала), а вот на коже шеи струпья, шерсть не выпадает, чешется. Подскажите что это?;Моча пахнет лекарством, коже шеи струпья, шерсть не выпадает;0;0;0;0;0;0;0;0;1;1;1
187;188;Здравствуйте уважаемые форумчане, хочу купить корову, но столкнулась с такой проблемой, у коровы на вымени болячки, хозяин говорит, что они периодически появляются, а потом исчезают, может кто то сталкивался с такой бедой, что за болезнь и как ее лечить?;На вымени болячки;0;0;0;0;0;0;0;0;1;1;1
188;189;Здравствуйте! Моя первотелка через неделю должна отелиться. Решила проверить ее на предмет молозива, у нее из сосков идет кровь или что-то наподобие. Должно ли это так быть или это по породе (герефорд-полукровка) ? Такое в моей двадцатилетней практике впервые. Заранее спасибо за ответ.;Из сосков идет кровь;0;0;0;0;1;0;0;0;0;0;0
189;190;"Подскажите, пожалуйста, что делать?
 Сегодня брали кровь у коровы на анализ, для этого истыкали пол шеи в поисках вены. В этом месте появилась большая шишка, скорее всего внутренние кровоизлияние. Корова орет и к себе не подпускает.";Большая шишка, внутренние кровоизлияние, орет;0;1;0;0;0;0;0;0;0;0;1
190;191;"У коровы большой отёк на шее.
У коровы большой отёк на шее, ветврач сказал, что корова наколола и нарыв. Прописал мазь, но пока ничего не прошло. Может у кого было что-то похожее?";Отёк на шее;0;0;0;1;0;0;0;0;0;0;1
191;192;Кто подскажет, что за ерунда. Стельная телка (вот-вот телится), молозива в вымени нет, есть коричневая жидкость какая-то. Что это может быть и как лечить? Заранее спасибо.;Молозива в вымени нет, коричневая жидкость;0;0;0;0;1;0;0;0;0;0;0
192;193;"Болеет корова после отела
Через 5 дней после отел заболела корова. Пропал аппетит и жвачка. Появилась опухоль под нижней челюстью (подбородок висит мешком). Голову запрокидывает набок.Также со стулом проблемы. При оттягивании холки реагирует. Данные признаки были и в прошлом году после отела. Вызывали ветеринара он отпоил водкой корову и все нормально. В этом году история такая же, вызвали ветеринара с диагнозом определиться не может. Говорит что инородное тело. 2 день ставят фосфат и кальций. Также напоил вет.врач корову водкой с растительным маслом. Что это может быть парез или все таки инородное тело?";болеет, пропал аппетит и жвачка;0;0;0;0;0;1;0;0;0;0;1
193;194;Упал на ноги упитанный бычок 11 месяцев, вечером всё было нормально, что делать, температура 38.8;Упал на ноги;0;0;0;0;0;0;0;1;0;0;1
194;195;"Что делать, если у коровы опухло вымя и нет молока?
Помогите пожалуйста! У меня у коровы 1.08 вечером опухла задняя левая доля, молоко было, утром 2-го тоже самое, но молока меньше, а вечером уже молока ни в одной доле, а в той что опухла кровь, ввела лекарство в долю, уколола «Ветбицин Б-5», на следующий день, уже и передняя левая опухла, молока всё так же нигде нет, корова не ела, не пила. Вечером 3-го, левые доли посинели, пила по пол ведра, 4-го стала кушать, оправляться, пить, но с выменем улучшений нет. Ветбицин колю 3 день подряд. Что это может быть? Может гадюка укусила и пройдёт ли всё это? А ещё та доля, что первая опухла и в которой кровь, снизу холодная… Помогите, не хочется терять коровку…";Опухло вымя, нет молока, опухла задняя левая доля, молока ни в одной доле, кровь;0;0;0;0;1;0;0;0;0;0;0
195;196;"Послеродовый отёк у коровы, как снять отёчность?
Здравствуйте! Корова отелилась вчера утром. Вымя сильно налилось, отёк, наверное, послеродовый. Вчера за весь день надоила 8,5 литра молока всего. Или это нормально? У коровы 3 отёл. В нормальном состоянии молока давала всегда в среднем 12 литров. Вчера доила 3 раза, сегодня, наверное, 4 буду. Вот сегодня утром дала почти 5 л. Меня интересует, как снимать отёчность? И надо ли? Вымя массирую, оно её не беспокоит, судя по всему. И сколько должна в среднем давать крова этого первого молока в день? Спасибо.";Вымя сильно налилось, отёк;0;0;0;0;0;0;1;0;0;0;0
196;197;"Проплешины у бычков, что делать?
Подскажите пожалуйста, у двух 4-месячных бычков появились проплешины. Снять смогла у одного. У первого на ноге. У второго тоже на ляжке и на попе. Витамины проставлены. Могли ли так шерсть об ветки содрать? Или что вообще это. Шерсть как клочком выдрана и видна розовая кожа. Болячек нет. Чистые просто проплешины. Появилось у одного с недели две назад, у второго увидели сегодня. Подскажите, если появились проплешины у бычков, что делать?";Проплешины;0;0;0;0;0;0;0;0;0;1;1
197;198;Здраствуйте у нас беда случилась сегодня дою молочко а у коровушки нашей молоко с кровью из заднего правого соска и вымя упругое а вот молочная железа не опухшая опухла походу артерия или вена в зади прошупывается что делоть, У нас с паводком до ветеренаров не дозвониться их двое и обоих затопило;Кровью из заднего правого соска,опухла;0;0;0;0;1;0;1;0;0;0;0
198;199;"Здравствуйте! Корова у меня первый год, опыта ноль. Купили ее осенью, первотелку стельную вместе с ее первым теленком. Со слов хозяйки теленок родился в конце апреля. Корова гуляла с быком на поле свободно. Более данных по этому вопросу нет. Считая, что, корова должна отелиться в начале марта, запустила ее в декабре (последний раз подоила 31 числа, около 2 литров). В начале февраля у нее начался отек вымени, ветеринары велели убрать из рациона все корма, кроме сена, сократить воду. Только отек начал спадать, корова отелилась (10 февраля) и снова отекла. Отел прошёл без осложнений, послед отошел спустя два часа. Дою доильным аппаратом. Первое доение дала около 7 литров молозива, излишки выставила на терраску. Съездили к ветам, взяли мазь Пихтовитин, предлагали антибиотик, я растерялась не взяла (может зря?). Дою 5 раз, каждый раз после доения (с 2 часов дня вчера) мажу мазью, вроде бы отек пошел на убыль. Вчера заметила, что молозиво расслоилось на три! фракции: сверху - жир, снизу - пост, и между ними коричневая прослойка - это что? Кровь? 
 
 Сейчас корова на сене и воде (вода ограниченно по 5 литров после каждой дойки). Боюсь вводить что либо еще из-за отека. Теленок находиться с ней, подпускаю его пососать, потом додаиваю. Планировала так продержать неделю, потом отсадить. Купила соску, бутылки под эту соску нигде нет, налезать на банку, но брызжет со всех сторон, кроме той, с какой надо...
 Прослойка кровавая с каждым последующим доением становиться все меньше, судя по той батарее банок, что у меня в терраске стоят. При процеживании на марле остаются кровавые крошки и небольшие сгустки жира. Иногда в молоке пена шапкой.";Отек вымени, отек;0;0;0;0;1;0;1;0;0;0;0
199;200;"Что делать, если у коровы шишки на теле
У коровы шишки на теле. Что делать?";Шишки на теле;0;1;0;0;0;0;0;0;0;0;0
200;201;"Лечение поноса у коровы
Что давать корове от поноса?";поноса;1;0;1;1;0;0;0;0;0;0;0
201;202;"Телёнку 6 месяцев, наблюдается повышение температуры до 40 градусов, учащённое дыхание, нос тёплый и влажный.
 Что необходимо проколоть телёнку?";Повышение температуры, учащённое дыхание;0;0;0;0;0;1;0;0;0;0;1
202;203;Всем доброго дня! Прошу совета знающих людей. Ситуация такова: взяли с фермы месячных телят, слабенькие конечно, с поносом, но с этим боремся потихоньку. Один самый маленький теленок три дня назад начал слабеть. Стул стал жиже, но не вода, ЗЦМ пьет весьма охотно, сено жует, есть жвачка. Но все время лежит, вообще не активный, ел еле встает, иногда вообще не может стоять, сильно похудел, нос и ротовая полость очень холодные. Что это может быть?;Слабенькие, поносом;1;0;1;1;0;0;0;0;0;0;0
203;204;У коровы в одном соске появилось уплотнение, затем она перестала доиться. Пыталась подоить всю зиму, но вы ходила одна капля и то не всегда. Сейчас корова отелилась. И эта доля очень сильно оттекла и покраснела, покраснение перешло на другую долю и тоже стало жёсткое и горячее. Что делать? Как снять отек.;Уплотнение, перестала доиться, сильно отекла и покраснела;0;0;0;0;1;0;0;0;0;0;0
204;205;"Что делать, если телёнок встаёт всё хуже и хуже?
Друзья, подскажите пожалуйста, теленку 1.5 месяца, вялый, плохо встаёт, всё хуже и хуже, витамины прокололи, селен от беломышечной тоже.";Встаёт всё хуже и хуже, вялый, плохо встаёт;0;0;0;0;0;0;0;1;0;0;1
205;206;Телёнку 1 месяц, шотландской-высокогорный породы, очень вспотел и поносит. Что делать? Корова-мама умерла.;Очень вспотел и поносит;1;0;1;1;0;0;0;0;0;0;0
